[00:16:20.197] {'base_lr': 0.001,
 'batch_size': 4,
 'cfg': 'config_3d_pan_aut.yml',
 'consistency': 2.0,
 'consistency_rampup': 40,
 'deterministic': 1,
 'ema_decay': 0.99,
 'exp': 'Pancrease_base/vbaseline',
 'gpu_id': 4,
 'labeled_bs': 2,
 'labeled_num': 6,
 'max_iterations': 15000,
 'max_samples': 62,
 'model': 'vnet_hsseg',
 'num_classes': 2,
 'patch_size': [96, 96, 96],
 'poly': True,
 'res_path': './results/Pancreas',
 'root_path': '/home/chenyu/SSMIS/data/Pancreas',
 'save_interval_epoch': 1000000,
 'seed': 2025,
 'test_interval_ep': 4,
 'test_interval_iter': 200,
 'weight_his': 0.8,
 'workers': 4}
[00:16:20.741] 28 iterations per epoch
[00:16:22.888] iteration:1  t-loss:0.5437, loss-lb:0.5437, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:23.059] iteration:2  t-loss:0.5687, loss-lb:0.5687, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:23.207] iteration:3  t-loss:0.4922, loss-lb:0.4922, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:23.359] iteration:4  t-loss:0.5505, loss-lb:0.5505, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:23.517] iteration:5  t-loss:0.4667, loss-lb:0.4667, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:23.667] iteration:6  t-loss:0.5719, loss-lb:0.5719, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:23.821] iteration:7  t-loss:0.5471, loss-lb:0.5471, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:23.975] iteration:8  t-loss:0.4833, loss-lb:0.4833, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:24.128] iteration:9  t-loss:0.5859, loss-lb:0.5859, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:24.283] iteration:10  t-loss:0.4656, loss-lb:0.4656, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:25.102] iteration:11  t-loss:0.5287, loss-lb:0.5287, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:25.252] iteration:12  t-loss:0.5320, loss-lb:0.5320, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:25.401] iteration:13  t-loss:0.5109, loss-lb:0.5109, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:25.552] iteration:14  t-loss:0.5545, loss-lb:0.5545, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:26.040] iteration:15  t-loss:0.5294, loss-lb:0.5294, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:26.195] iteration:16  t-loss:0.4633, loss-lb:0.4633, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:26.352] iteration:17  t-loss:0.5469, loss-lb:0.5469, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:26.507] iteration:18  t-loss:0.6009, loss-lb:0.6009, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:26.750] iteration:19  t-loss:0.4863, loss-lb:0.4863, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:26.907] iteration:20  t-loss:0.4957, loss-lb:0.4957, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:27.068] iteration:21  t-loss:0.4811, loss-lb:0.4811, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:27.221] iteration:22  t-loss:0.4604, loss-lb:0.4604, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:27.596] iteration:23  t-loss:0.4494, loss-lb:0.4494, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:27.742] iteration:24  t-loss:0.4909, loss-lb:0.4909, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:27.888] iteration:25  t-loss:0.4852, loss-lb:0.4852, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:28.034] iteration:26  t-loss:0.5246, loss-lb:0.5246, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:28.183] iteration:27  t-loss:0.5034, loss-lb:0.5034, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:16:28.330] iteration:28  t-loss:0.5070, loss-lb:0.5070, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:55.066] iteration 28 : dice_score: 0.145914 best_dice: 0.145900
[00:18:55.066]  <<Test>> - Ep:0  - Dice-S/T:14.59/14.59, Best-S:14.59, Best-T:14.59
[00:18:55.066]           - AvgLoss(lb/ulb/all):0.52/0.00/0.51
[00:18:56.326] iteration:29  t-loss:0.5015, loss-lb:0.5015, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:56.502] iteration:30  t-loss:0.4379, loss-lb:0.4379, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:56.676] iteration:31  t-loss:0.4873, loss-lb:0.4873, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:56.849] iteration:32  t-loss:0.5537, loss-lb:0.5537, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:57.024] iteration:33  t-loss:0.5664, loss-lb:0.5664, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:57.193] iteration:34  t-loss:0.4604, loss-lb:0.4604, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:57.358] iteration:35  t-loss:0.4593, loss-lb:0.4593, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:57.786] iteration:36  t-loss:0.4133, loss-lb:0.4133, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:57.946] iteration:37  t-loss:0.4033, loss-lb:0.4033, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:58.110] iteration:38  t-loss:0.4701, loss-lb:0.4701, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:58.274] iteration:39  t-loss:0.3832, loss-lb:0.3832, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:58.507] iteration:40  t-loss:0.4163, loss-lb:0.4163, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:58.673] iteration:41  t-loss:0.5387, loss-lb:0.5387, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:58.838] iteration:42  t-loss:0.4011, loss-lb:0.4011, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:59.003] iteration:43  t-loss:0.3810, loss-lb:0.3810, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:59.521] iteration:44  t-loss:0.4645, loss-lb:0.4645, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:59.693] iteration:45  t-loss:0.4488, loss-lb:0.4488, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:18:59.857] iteration:46  t-loss:0.4133, loss-lb:0.4133, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:00.024] iteration:47  t-loss:0.4336, loss-lb:0.4336, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:00.524] iteration:48  t-loss:0.4462, loss-lb:0.4462, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:00.687] iteration:49  t-loss:0.3990, loss-lb:0.3990, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:00.849] iteration:50  t-loss:0.3619, loss-lb:0.3619, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:01.011] iteration:51  t-loss:0.4764, loss-lb:0.4764, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:01.233] iteration:52  t-loss:0.4332, loss-lb:0.4332, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:01.406] iteration:53  t-loss:0.4659, loss-lb:0.4659, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:01.573] iteration:54  t-loss:0.3852, loss-lb:0.3852, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:01.735] iteration:55  t-loss:0.4126, loss-lb:0.4126, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:01.894] iteration:56  t-loss:0.4036, loss-lb:0.4036, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:03.295] iteration:57  t-loss:0.4142, loss-lb:0.4142, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:03.462] iteration:58  t-loss:0.3582, loss-lb:0.3582, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:03.638] iteration:59  t-loss:0.4191, loss-lb:0.4191, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:03.829] iteration:60  t-loss:0.3808, loss-lb:0.3808, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:03.998] iteration:61  t-loss:0.3679, loss-lb:0.3679, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:04.160] iteration:62  t-loss:0.3908, loss-lb:0.3908, loss-ulb:0.0000, weight:0.01, lr:0.0010
[00:19:04.333] iteration:63  t-loss:0.3312, loss-lb:0.3312, loss-ulb:0.0000, weight:0.01, lr:0.0010
